,rec_id,locus_tag,protein_id,gene,start,end,strand,pseudo,product,Dbxref,inference,EC_number,old_locus_tag,dup_id,count_dups,dup_id_pseudo_free,count_dups_pseudo_free,dup_id_mobile_free,count_dups_mobile_free
CDS_NC_013370.1_91822_93307_pos,NC_013370.1,ECO111_RS29565,WP_000124153.1,,91822,93307,pos,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000124153.1,,ECO111_p2-117,268,2,,,,
CDS_NC_013364.1_1626399_1627902_pos,NC_013364.1,ECO111_RS08525,WP_000974564.1,,1626399,1627902,pos,,phage portal protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310988.1,,ECO111_1613,269,2,125.0,2.0,,
CDS_NC_013364.1_3339767_3341270_pos,NC_013364.1,ECO111_RS17615,WP_000974557.1,,3339767,3341270,pos,,phage portal protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310988.1,,ECO111_3369,269,2,125.0,2.0,,
CDS_NC_013364.1_1975251_1976535_neg,NC_013364.1,ECO111_RS10225,,ydfJ,1975251,1976535,neg,True,MHS family MFS transporter YdfJ,,COORDINATES: similar to AA sequence:RefSeq:WP_000582800.1,,ECO111_1946,270,2,,,,
CDS_NC_013364.1_1973702_1975163_neg,NC_013364.1,ECO111_RS10220,WP_000527750.1,,1973702,1975163,neg,,mannitol dehydrogenase family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_707435.1,,ECO111_1945,270,2,,,,
CDS_NC_013366.1_5687_7127_pos,NC_013366.1,ECO111_RS29635,WP_001213544.1,ehxD,5687,7127,pos,,enterohemolysin T1SS ABC transporter subunit EhxD,,COORDINATES: similar to AA sequence:RefSeq:NP_052626.1,,ECO111_p3-04,271,2,,,,
CDS_NC_013366.1_7253_7907_neg,NC_013366.1,ECO111_RS32740,,,7253,7907,neg,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611134.1,,,271,2,,,,
CDS_NC_013364.1_4028155_4029574_pos,NC_013364.1,ECO111_RS21110,WP_000081627.1,gltD,4028155,4029574,pos,,glutamate synthase subunit GltD,,COORDINATES: similar to AA sequence:RefSeq:WP_001540975.1,1.4.1.13,ECO111_4038,272,2,,,,
CDS_NC_013364.1_4029757_4030805_pos,NC_013364.1,ECO111_RS21115,,,4029757,4030805,pos,True,DUF1016 family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312120.1,,,272,2,,,,
CDS_NC_013364.1_4571686_4573081_neg,NC_013364.1,ECO111_RS23800,WP_000643236.1,bglB,4571686,4573081,neg,,6-phospho-beta-glucosidase BglB,,COORDINATES: similar to AA sequence:RefSeq:NP_418177.1,3.2.1.86,ECO111_4548,273,2,,,,
CDS_NC_013364.1_4573099_4574976_neg,NC_013364.1,ECO111_RS23805,,bglF,4573099,4574976,neg,True,PTS beta-glucoside transporter subunit IIABC,,COORDINATES: similar to AA sequence:RefSeq:NP_418178.1,,ECO111_4550,273,2,,,,
CDS_NC_013364.1_1904451_1905852_neg,NC_013364.1,ECO111_RS09905,WP_000358930.1,,1904451,1905852,neg,,glutamate decarboxylase,,COORDINATES: similar to AA sequence:RefSeq:NP_310125.1,4.1.1.15,ECO111_1883,274,2,126.0,2.0,91.0,2.0
CDS_NC_013364.1_4325668_4327069_neg,NC_013364.1,ECO111_RS22655,WP_000372240.1,,4325668,4327069,neg,,glutamate decarboxylase,,COORDINATES: similar to AA sequence:RefSeq:NP_417974.1,4.1.1.15,ECO111_4331,274,2,126.0,2.0,91.0,2.0
CDS_NC_013364.1_2044709_2047181_pos,NC_013364.1,ECO111_RS10715,WP_000048302.1,,2044709,2047181,pos,,exonuclease,,COORDINATES: similar to AA sequence:RefSeq:NP_310313.1,,ECO111_2044,275,4,127.0,4.0,92.0,4.0
CDS_NC_013364.1_1437455_1439921_neg,NC_013364.1,ECO111_RS07450,WP_000048442.1,,1437455,1439921,neg,,exonuclease,,COORDINATES: similar to AA sequence:RefSeq:NP_309786.1,,ECO111_1404,275,4,127.0,4.0,92.0,4.0
CDS_NC_013364.1_1995354_1997826_pos,NC_013364.1,ECO111_RS10400,WP_000048484.1,,1995354,1997826,pos,,exonuclease,,COORDINATES: similar to AA sequence:RefSeq:NP_309786.1,,ECO111_1979,275,4,127.0,4.0,92.0,4.0
CDS_NC_013364.1_1124645_1126070_neg,NC_013364.1,ECO111_RS05490,WP_000048507.1,,1124645,1126070,neg,,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000048510.1,,ECO111_1045,275,4,127.0,4.0,92.0,4.0
CDS_NC_013364.1_5173363_5174038_pos,NC_013364.1,ECO111_RS33985,,,5173363,5174038,pos,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:NP_311873.1,,,276,5,,,,
CDS_NC_013364.1_3705513_3706773_pos,NC_013364.1,ECO111_RS19450,WP_001218764.1,,3705513,3706773,pos,,integrase arm-type DNA-binding domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311870.1,,ECO111_3718,276,5,128.0,2.0,,
CDS_NC_013364.1_5171107_5172373_pos,NC_013364.1,ECO111_RS26770,WP_001218841.1,,5171107,5172373,pos,,integrase arm-type DNA-binding domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_311870.1,,ECO111_5079,276,5,128.0,2.0,,
CDS_NC_013364.1_5172489_5173110_neg,NC_013364.1,ECO111_RS26775,,,5172489,5173110,neg,True,IS66-like element ISEc8 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000998048.1,,ECO111_5080,276,5,,,,
CDS_NC_013364.1_3706889_3707165_neg,NC_013364.1,ECO111_RS19455,,,3706889,3707165,neg,True,transposase domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000998048.1,,ECO111_3719,276,5,,,,
CDS_NC_013364.1_2553320_2554826_neg,NC_013364.1,ECO111_RS13480,WP_001253979.1,,2553320,2554826,neg,,S49 family peptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_309135.1,,ECO111_2573,277,2,129.0,2.0,93.0,2.0
CDS_NC_013364.1_864723_866229_pos,NC_013364.1,ECO111_RS04265,WP_001254039.1,,864723,866229,pos,,S49 family peptidase,,COORDINATES: similar to AA sequence:RefSeq:NP_309135.1,,ECO111_0807,277,2,129.0,2.0,93.0,2.0
CDS_NC_013364.1_4504483_4504612_pos,NC_013364.1,ECO111_RS23440,,,4504483,4504612,pos,True,virulence RhuM family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_462654.1,,,278,2,,,,
CDS_NC_013364.1_4502635_4504018_neg,NC_013364.1,ECO111_RS23430,WP_000834439.1,,4502635,4504018,neg,,glycoside-pentoside-hexuronide family transporter,,COORDINATES: similar to AA sequence:RefSeq:NP_418114.4,,ECO111_4480,278,2,,,,
CDS_NC_013366.1_33010_34372_pos,NC_013366.1,ECO111_RS29835,WP_000170683.1,,33010,34372,pos,,DUF3560 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_052653.1,,ECO111_p3-40,279,2,,,,
CDS_NC_013366.1_34418_34981_pos,NC_013366.1,ECO111_RS29840,,,34418,34981,pos,True,class I SAM-dependent methyltransferase,,COORDINATES: similar to AA sequence:RefSeq:NP_052654.1,,ECO111_p3-41,279,2,,,,
CDS_NC_013364.1_3986443_3987787_pos,NC_013364.1,ECO111_RS20890,WP_000207685.1,argG,3986443,3987787,pos,,argininosuccinate synthase,,COORDINATES: similar to AA sequence:RefSeq:NP_708973.1,6.3.4.5,ECO111_3995,280,2,,,,
CDS_NC_013364.1_3987794_3988391_neg,NC_013364.1,ECO111_RS20895,,,3987794,3988391,neg,True,phosphoethanolamine transferase,,COORDINATES: similar to AA sequence:RefSeq:NP_417641.4,,ECO111_3996,280,2,,,,
CDS_NC_013364.1_241825_243178_neg,NC_013364.1,ECO111_RS01140,WP_001087754.1,,241825,243178,neg,,type VI secretion system ImpA family N-terminal domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001087757.1,,ECO111_0218,281,2,,,,
CDS_NC_013364.1_243188_246622_neg,NC_013364.1,ECO111_RS01145,,tssM,243188,246622,neg,True,type VI secretion system membrane subunit TssM,,COORDINATES: similar to AA sequence:RefSeq:NP_308245.2,,ECO111_0219,281,2,,,,
CDS_NC_013364.1_460705_462079_pos,NC_013364.1,ECO111_RS02225,WP_001295329.1,proY,460705,462079,pos,,proline-specific permease ProY,,COORDINATES: similar to AA sequence:RefSeq:NP_308479.1,,ECO111_0431,282,2,,,,
CDS_NC_013364.1_462234_464002_pos,NC_013364.1,ECO111_RS02230,,malZ,462234,464002,pos,True,maltodextrin glucosidase,,COORDINATES: similar to AA sequence:RefSeq:NP_706291.1,,ECO111_0433,282,2,,,,
CDS_NC_013364.1_2905696_2905916_pos,NC_013364.1,ECO111_RS15480,,,2905696,2905916,pos,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_015869530.1,,,283,2,,,,
CDS_NC_013364.1_2904159_2905482_pos,NC_013364.1,ECO111_RS15475,WP_001025665.1,nleA,2904159,2905482,pos,,type III secretion system effector NleA,,COORDINATES: similar to AA sequence:RefSeq:NP_309839.1,,ECO111_2959,283,2,,,,
CDS_NC_013364.1_254354_255635_neg,NC_013364.1,ECO111_RS01180,WP_001113729.1,tagH,254354,255635,neg,,type VI secretion system-associated FHA domain protein TagH,,COORDINATES: similar to AA sequence:RefSeq:NP_308254.1,,ECO111_0227,284,2,,,,
CDS_NC_013364.1_255659_256741_neg,NC_013364.1,ECO111_RS01185,,tssG,255659,256741,neg,True,type VI secretion system baseplate subunit TssG,,COORDINATES: similar to AA sequence:RefSeq:NP_308255.1,,ECO111_0229,284,2,,,,
CDS_NC_013364.1_4512051_4513534_pos,NC_013364.1,ECO111_RS23485,,adeD,4512051,4513534,pos,True,adenine deaminase,,COORDINATES: similar to AA sequence:RefSeq:NP_418121.1,,ECO111_4489,285,2,,,,
CDS_NC_013364.1_4510542_4511877_neg,NC_013364.1,ECO111_RS23480,WP_001349999.1,adeQ,4510542,4511877,neg,,adenine permease AdeQ,,COORDINATES: similar to AA sequence:RefSeq:NP_418120.2,,ECO111_4487,285,2,,,,
CDS_NC_013364.1_2633880_2634420_neg,NC_013364.1,ECO111_RS14055,,,2633880,2634420,neg,True,scaffolding protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001734493.1,,ECO111_2680,286,2,,,,
CDS_NC_013364.1_2632608_2633862_neg,NC_013364.1,ECO111_RS14050,WP_000013275.1,,2632608,2633862,neg,,coat protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000013262.1,,ECO111_2679,286,2,,,,
CDS_NC_013364.1_1203984_1205922_pos,NC_013364.1,ECO111_RS06100,WP_000874503.1,,1203984,1205922,pos,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_310999.1,,ECO111_1150,287,5,130.0,4.0,94.0,4.0
CDS_NC_013364.1_2563295_2565233_neg,NC_013364.1,ECO111_RS13555,WP_000023159.1,,2563295,2565233,neg,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_310999.1,,ECO111_2588,287,5,130.0,4.0,94.0,4.0
CDS_NC_013364.1_2565459_2565715_neg,NC_013364.1,ECO111_RS13560,,,2565459,2565715,neg,True,DUF3927 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000216630.1,,ECO111_2589,287,5,,,,
CDS_NC_013364.1_1617128_1619075_pos,NC_013364.1,ECO111_RS08460,WP_000142980.1,,1617128,1619075,pos,,DUF1737 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310999.1,,ECO111_1598,287,5,130.0,4.0,94.0,4.0
CDS_NC_013364.1_2421277_2423215_neg,NC_013364.1,ECO111_RS12690,WP_000143120.1,,2421277,2423215,neg,,SASA family carbohydrate esterase,,COORDINATES: similar to AA sequence:RefSeq:NP_310999.1,,ECO111_2427,287,5,130.0,4.0,94.0,4.0
CDS_NC_013364.1_2694669_2695898_neg,NC_013364.1,ECO111_RS14470,WP_162832352.1,,2694669,2695898,neg,,IS3-like element IS2 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558215.1,,ECO111_2768,288,4,,,,
"CDS_NC_013364.1_2697304_2697862_neg,NC_013364.1,ECO111_RS14495,,,2697304,2697862,neg,True,""GDP-mannose 4.6-dehydratase"",,COORDINATES: similar to AA sequence:RefSeq:WP_005128297.1,,ECO111_2772,288,4,,,,"
CDS_NC_013364.1_2696974_2697232_neg,NC_013364.1,ECO111_RS14490,,,2696974,2697232,neg,True,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_076611483.1,,ECO111_2771,288,4,,,,
CDS_NC_013364.1_2696034_2696907_neg,NC_013364.1,ECO111_RS14485,,,2696034,2696907,neg,True,IS30-like element IS30 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_047234906.1,,ECO111_2770,288,4,,,,
CDS_NC_013364.1_330431_331256_pos,NC_013364.1,ECO111_RS01580,,,330431,331256,pos,True,integrase arm-type DNA-binding domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016535034.1,,ECO111_0306,289,2,,,,
CDS_NC_013364.1_328822_330076_pos,NC_013364.1,ECO111_RS01570,WP_000893251.1,proA,328822,330076,pos,,glutamate-5-semialdehyde dehydrogenase,,COORDINATES: similar to AA sequence:RefSeq:NP_414778.1,1.2.1.41,ECO111_0305,289,2,,,,
CDS_NC_013364.1_3518335_3519902_neg,NC_013364.1,ECO111_RS18540,,,3518335,3519902,neg,True,PTS transporter subunit EIIC,,COORDINATES: similar to AA sequence:RefSeq:WP_000810568.1,,ECO111_3542,290,2,,,,
CDS_NC_013364.1_3517127_3518336_neg,NC_013364.1,ECO111_RS18535,WP_000350900.1,,3517127,3518336,neg,,PatB family C-S lyase,,COORDINATES: similar to AA sequence:RefSeq:WP_000350897.1,,ECO111_3541,290,2,,,,
CDS_NC_013364.1_333028_333323_neg,NC_013364.1,ECO111_RS01595,,,333028,333323,neg,True,type IV toxin-antitoxin system YeeU family antitoxin,,COORDINATES: similar to AA sequence:RefSeq:NP_416508.1,,ECO111_0309,291,75,,,,
CDS_NC_013364.1_1608686_1609247_pos,NC_013364.1,ECO111_RS08385,,,1608686,1609247,pos,True,DUF1627 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309538.1,,ECO111_1583,291,75,,,,
CDS_NC_013364.1_5305482_5307417_pos,NC_013364.1,ECO111_RS27435,,,5305482,5307417,pos,True,penicillin acylase family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001569102.1,,ECO111_5201,291,75,,,,
CDS_NC_013364.1_1607433_1608647_pos,NC_013364.1,ECO111_RS08380,WP_162829202.1,,1607433,1608647,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_1582,291,75,131.0,42.0,,
CDS_NC_013370.1_74952_76166_pos,NC_013370.1,ECO111_RS29400,WP_162829202.1,,74952,76166,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_p2-087,291,75,131.0,42.0,,
CDS_NC_013364.1_3331652_3332343_pos,NC_013364.1,ECO111_RS17550,,,3331652,3332343,pos,True,phage antirepressor KilAC domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_309227.1,,ECO111_3357,291,75,,,,
CDS_NC_013364.1_337175_338389_neg,NC_013364.1,ECO111_RS01630,WP_162829202.1,,337175,338389,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_0316,291,75,131.0,42.0,,
CDS_NC_013364.1_3707216_3708430_pos,NC_013364.1,ECO111_RS19465,WP_162829202.1,,3707216,3708430,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_3721,291,75,131.0,42.0,,
CDS_NC_013364.1_331296_332510_neg,NC_013364.1,ECO111_RS01585,WP_162829202.1,,331296,332510,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_0307,291,75,131.0,42.0,,
CDS_NC_013364.1_4311979_4313095_pos,NC_013364.1,ECO111_RS33950,,,4311979,4313095,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:NP_312403.1,,,291,75,,,,
CDS_NC_013364.1_5277802_5279016_neg,NC_013364.1,ECO111_RS32475,WP_162829202.1,,5277802,5279016,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_5172,291,75,131.0,42.0,,
CDS_NC_013364.1_3330381_3331595_pos,NC_013364.1,ECO111_RS17545,WP_162829202.1,,3330381,3331595,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_3356,291,75,131.0,42.0,,
CDS_NC_013366.1_23880_24810_pos,NC_013366.1,ECO111_RS29745,,katP,23880,24810,pos,True,catalase/peroxidase KatP,,COORDINATES: similar to AA sequence:RefSeq:WP_000592771.1,,ECO111_p3-26,291,75,,,,
CDS_NC_013364.1_1981017_1982778_neg,NC_013364.1,ECO111_RS10270,,,1981017,1982778,neg,True,DUF1737 domain-containing protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310773.1,,ECO111_1953,291,75,,,,
CDS_NC_013364.1_5087328_5087490_neg,NC_013364.1,ECO111_RS33355,,,5087328,5087490,neg,True,transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_015869530.1,,,291,75,,,,
CDS_NC_013364.1_3755771_3755972_neg,NC_013364.1,ECO111_RS19740,,,3755771,3755972,neg,True,AlpA family transcriptional regulator,,COORDINATES: similar to AA sequence:RefSeq:WP_020245245.1,,,291,75,,,,
CDS_NC_013364.1_3988434_3989648_neg,NC_013364.1,ECO111_RS20900,WP_162829202.1,,3988434,3989648,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_3997,291,75,131.0,42.0,,
CDS_NC_013364.1_2604200_2605414_pos,NC_013364.1,ECO111_RS13860,WP_162829202.1,,2604200,2605414,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2641,291,75,131.0,42.0,,
CDS_NC_013364.1_2589296_2590088_neg,NC_013364.1,ECO111_RS13775,,,2589296,2590088,neg,True,glycosyltransferase family 9 protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310804.1,,ECO111_2627,291,75,,,,
CDS_NC_013364.1_2631284_2632498_neg,NC_013364.1,ECO111_RS14040,WP_162829202.1,,2631284,2632498,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2677,291,75,131.0,42.0,,
CDS_NC_013364.1_2605481_2605697_pos,NC_013364.1,ECO111_RS33840,,,2605481,2605697,pos,True,TonB-dependent receptor,,COORDINATES: similar to AA sequence:RefSeq:NP_310819.1,,,291,75,,,,
CDS_NC_013364.1_5086079_5087293_pos,NC_013364.1,ECO111_RS26345,WP_162829202.1,,5086079,5087293,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_5001,291,75,131.0,42.0,,
CDS_NC_013365.1_25241_26455_neg,NC_013365.1,ECO111_RS32520,WP_162829202.1,,25241,26455,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_p1-025,291,75,131.0,42.0,,
CDS_NC_013365.1_36451_37665_neg,NC_013365.1,ECO111_RS28005,WP_164708657.1,,36451,37665,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_p1-033,291,75,131.0,42.0,,
CDS_NC_013364.1_2582066_2583280_neg,NC_013364.1,ECO111_RS13725,WP_162829202.1,,2582066,2583280,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2620,291,75,131.0,42.0,,
CDS_NC_013364.1_2193258_2194472_neg,NC_013364.1,ECO111_RS11445,WP_162829202.1,,2193258,2194472,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2185,291,75,131.0,42.0,,
CDS_NC_013364.1_2493340_2494554_pos,NC_013364.1,ECO111_RS13120,WP_162829202.1,,2493340,2494554,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2506,291,75,131.0,42.0,,
CDS_NC_013364.1_2298525_2299739_pos,NC_013364.1,ECO111_RS12035,WP_162829202.1,,2298525,2299739,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2300,291,75,131.0,42.0,,
CDS_NC_013364.1_5304227_5305441_pos,NC_013364.1,ECO111_RS27430,WP_162829202.1,,5304227,5305441,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_5200,291,75,131.0,42.0,,
CDS_NC_013364.1_1983004_1983260_neg,NC_013364.1,ECO111_RS10280,,,1983004,1983260,neg,True,DUF3927 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_000216630.1,,ECO111_1954,291,75,,,,
CDS_NC_013364.1_1145231_1146445_neg,NC_013364.1,ECO111_RS05690,WP_162829202.1,,1145231,1146445,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_1079,291,75,131.0,42.0,,
CDS_NC_013364.1_851994_853208_neg,NC_013364.1,ECO111_RS04140,WP_162829202.1,,851994,853208,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_0786,291,75,131.0,42.0,,
CDS_NC_013364.1_1983256_1983685_neg,NC_013364.1,ECO111_RS30300,,,1983256,1983685,neg,True,tellurite resistance TerB family protein,,COORDINATES: similar to AA sequence:RefSeq:NP_310776.1,,,291,75,,,,
CDS_NC_013364.1_1979754_1980968_neg,NC_013364.1,ECO111_RS10255,WP_162829202.1,,1979754,1980968,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_1951,291,75,131.0,42.0,,
CDS_NC_013364.1_2584519_2585284_pos,NC_013364.1,ECO111_RS34445,,,2584519,2585284,pos,True,tyrosine-type recombinase/integrase,,COORDINATES: similar to AA sequence:RefSeq:NP_310800.1,,,291,75,,,,
CDS_NC_013364.1_3989698_3990718_neg,NC_013364.1,ECO111_RS20910,,,3989698,3990718,neg,True,phosphoethanolamine transferase,,COORDINATES: similar to AA sequence:RefSeq:NP_417641.4,,ECO111_3999,291,75,,,,
CDS_NC_013364.1_1621503_1621845_pos,NC_013364.1,ECO111_RS08495,,,1621503,1621845,pos,True,hypothetical protein,,COORDINATES: similar to AA sequence:RefSeq:WP_001037014.1,,,291,75,,,,
CDS_NC_013364.1_2194525_2195968_pos,NC_013364.1,ECO111_RS11455,,,2194525,2195968,pos,True,replication endonuclease,,COORDINATES: similar to AA sequence:RefSeq:NP_310660.2,,ECO111_2187,291,75,,,,
CDS_NC_013364.1_1123380_1124594_neg,NC_013364.1,ECO111_RS05480,WP_162829202.1,,1123380,1124594,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_1043,291,75,131.0,42.0,,
CDS_NC_013365.1_137887_139101_pos,NC_013365.1,ECO111_RS28615,WP_162829202.1,,137887,139101,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_p1-156,291,75,131.0,42.0,,
CDS_NC_013364.1_3344714_3345928_neg,NC_013364.1,ECO111_RS17645,WP_162829202.1,,3344714,3345928,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_3375,291,75,131.0,42.0,,
CDS_NC_013364.1_4310295_4311509_pos,NC_013364.1,ECO111_RS22585,WP_164717616.1,,4310295,4311509,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_4316,291,75,131.0,42.0,,
CDS_NC_013364.1_4529521_4530735_pos,NC_013364.1,ECO111_RS23590,WP_162829202.1,,4529521,4530735,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_4508,291,75,131.0,42.0,,
CDS_NC_013365.1_26511_28809_pos,NC_013365.1,ECO111_RS27975,,rsp,26511,28809,pos,True,IncHI-type conjugal transfer protein RSP,,COORDINATES: similar to AA sequence:RefSeq:WP_001232101.1,,ECO111_p1-027,291,75,,,,
CDS_NC_013366.1_24853_25054_pos,NC_013366.1,ECO111_RS29750,,,24853,25054,pos,True,cytochrome b562 family protein,,COORDINATES: similar to AA sequence:RefSeq:WP_016242783.1,,ECO111_p3-27,291,75,,,,
CDS_NC_013366.1_22614_23828_neg,NC_013366.1,ECO111_RS29735,WP_162829242.1,,22614,23828,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_p3-24,291,75,131.0,42.0,,
CDS_NC_013364.1_3345985_3346963_pos,NC_013364.1,ECO111_RS17655,,,3345985,3346963,pos,True,tyrosine-type recombinase/integrase,,COORDINATES: similar to AA sequence:RefSeq:WP_014641070.1,,ECO111_3377,291,75,,,,
CDS_NC_013364.1_332561_332826_neg,NC_013364.1,ECO111_RS30470,,,332561,332826,neg,True,toxin,,COORDINATES: similar to AA sequence:RefSeq:WP_000854672.1,,,291,75,,,,
CDS_NC_013364.1_2614691_2615905_neg,NC_013364.1,ECO111_RS13950,WP_162829202.1,,2614691,2615905,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2657,291,75,131.0,42.0,,
CDS_NC_013364.1_3753605_3754819_pos,NC_013364.1,ECO111_RS19735,WP_162829202.1,,3753605,3754819,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_3776,291,75,131.0,42.0,,
CDS_NC_013364.1_1620245_1621459_pos,NC_013364.1,ECO111_RS08490,WP_162829202.1,,1620245,1621459,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_1604,291,75,131.0,42.0,,
CDS_NC_013364.1_2588028_2589242_neg,NC_013364.1,ECO111_RS13765,WP_162829202.1,,2588028,2589242,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2625,291,75,131.0,42.0,,
CDS_NC_013364.1_3708426_3709677_pos,NC_013364.1,ECO111_RS31910,,,3708426,3709677,pos,True,IS4 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_000244358.1,,ECO111_3722,291,75,,,,
CDS_NC_013366.1_51426_52640_neg,NC_013366.1,ECO111_RS29965,WP_162829202.1,,51426,52640,neg,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_p3-69,291,75,131.0,42.0,,
CDS_NC_013366.1_52692_54360_pos,NC_013366.1,ECO111_RS29975,,,52692,54360,pos,True,conjugal transfer protein TraG,,COORDINATES: similar to AA sequence:RefSeq:WP_001007007.1,,ECO111_p3-71,291,75,,,,
CDS_NC_013364.1_2634475_2635689_pos,NC_013364.1,ECO111_RS14065,WP_162829202.1,,2634475,2635689,pos,,IS3 family transposase,,COORDINATES: similar to AA sequence:RefSeq:WP_086558238.1,,ECO111_2682,291,75,131.0,42.0,,
CDS_NC_013364.1_4530776_4531361_neg,NC_013364.1,ECO111_RS23595,,,4530776,4531361,neg,True,6-phospho-alpha-glucosidase,,COORDINATES: similar to AA sequence:RefSeq:NP_312649.2,,ECO111_4509,291,75,,,,
